,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date,BioProject,BioSample,ScientificName,GEO Sample,PMID,aerobicity,approx_OD,dilution_rate,growth_phase,reference_condition,time,passed_replicate_correlations
SRX5204061,biocide__gluald_12h__3,,biocide,gluald_12h,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Glutaraldehyde(29uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394581,,,,,True,,True,True,biocide:gluald_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693029,Escherichia coli str. K-12 substr. MG1655,GSM3539151,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204062,biocide__h2o2_12h__1,,biocide,h2o2_12h,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Hydrogen Peroxide(272uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394582,,,,,True,,True,True,biocide:h2o2_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693030,Escherichia coli str. K-12 substr. MG1655,GSM3539152,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204063,biocide__h2o2_12h__2,,biocide,h2o2_12h,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Hydrogen Peroxide(272uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394583,,,,,True,,True,True,biocide:h2o2_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693032,Escherichia coli str. K-12 substr. MG1655,GSM3539153,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204064,biocide__h2o2_12h__3,,biocide,h2o2_12h,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Hydrogen Peroxide(272uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394584,,,,,True,,True,True,biocide:h2o2_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693034,Escherichia coli str. K-12 substr. MG1655,GSM3539154,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204065,biocide__2ppoh_12h__1,,biocide,2ppoh_12h,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Isopropanol(2.7%),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394585,,,,,True,,True,True,biocide:2ppoh_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693039,Escherichia coli str. K-12 substr. MG1655,GSM3539155,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204066,biocide__2ppoh_12h__2,,biocide,2ppoh_12h,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Isopropanol(2.7%),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394586,,,,,True,,True,True,biocide:2ppoh_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693027,Escherichia coli str. K-12 substr. MG1655,GSM3539156,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204067,biocide__2ppoh_12h__3,,biocide,2ppoh_12h,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Isopropanol(2.7%),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394587,,,,,True,,True,True,biocide:2ppoh_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693033,Escherichia coli str. K-12 substr. MG1655,GSM3539157,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204068,biocide__paa_12h__1,,biocide,paa_12h,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Peracetic Acid(9uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394588,,,,,True,,True,True,biocide:paa_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693036,Escherichia coli str. K-12 substr. MG1655,GSM3539158,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204069,biocide__paa_12h__2,,biocide,paa_12h,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Peracetic Acid(9uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394589,,,,,True,,True,True,biocide:paa_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693037,Escherichia coli str. K-12 substr. MG1655,GSM3539159,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204070,biocide__paa_12h__3,,biocide,paa_12h,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Peracetic Acid(9uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394590,,,,,True,,True,True,biocide:paa_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693038,Escherichia coli str. K-12 substr. MG1655,GSM3539160,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204071,biocide__phe_12h__1,,biocide,phe_12h,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Chlorophene(0.25mM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394591,,,,,True,,True,True,biocide:phe_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693101,Escherichia coli str. K-12 substr. MG1655,GSM3539161,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204072,biocide__phe_12h__2,,biocide,phe_12h,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Chlorophene(0.25mM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394592,,,,,True,,True,True,biocide:phe_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693099,Escherichia coli str. K-12 substr. MG1655,GSM3539162,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204073,biocide__phe_12h__3,,biocide,phe_12h,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Chlorophene(0.25mM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394593,,,,,True,,True,True,biocide:phe_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693098,Escherichia coli str. K-12 substr. MG1655,GSM3539163,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204074,biocide__pvp-i_12h__1,,biocide,pvp-i_12h,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Povidone-Iodine(12.5ug/mL),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394594,,,,,True,,True,True,biocide:pvp-i_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693096,Escherichia coli str. K-12 substr. MG1655,GSM3539164,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204075,biocide__pvp-i_12h__2,,biocide,pvp-i_12h,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Povidone-Iodine(12.5ug/mL),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394595,,,,,True,,True,True,biocide:pvp-i_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693095,Escherichia coli str. K-12 substr. MG1655,GSM3539165,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204076,biocide__pvp-i_12h__3,,biocide,pvp-i_12h,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Povidone-Iodine(12.5ug/mL),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394596,,,,,True,,True,True,biocide:pvp-i_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693093,Escherichia coli str. K-12 substr. MG1655,GSM3539166,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204077,biocide__bleach_12h__1,,biocide,bleach_12h,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Sodium Hypochlorite(3.64uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394597,,,,,True,,True,True,biocide:bleach_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693092,Escherichia coli str. K-12 substr. MG1655,GSM3539167,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204078,biocide__bleach_12h__2,,biocide,bleach_12h,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Sodium Hypochlorite(3.64uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394598,,,,,True,,True,True,biocide:bleach_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693091,Escherichia coli str. K-12 substr. MG1655,GSM3539168,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204079,biocide__bleach_12h__3,,biocide,bleach_12h,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Sodium Hypochlorite(3.64uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394599,,,,,True,,True,True,biocide:bleach_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693089,Escherichia coli str. K-12 substr. MG1655,GSM3539169,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204080,biocide__chx_12h__1,,biocide,chx_12h,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Chlorhexidine(1.48uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394600,,,,,True,,True,True,biocide:chx_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693026,Escherichia coli str. K-12 substr. MG1655,GSM3539170,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204081,biocide__chx_12h__2,,biocide,chx_12h,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Chlorhexidine(1.48uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394601,,,,,True,,True,True,biocide:chx_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693024,Escherichia coli str. K-12 substr. MG1655,GSM3539171,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204082,biocide__chx_12h__3,,biocide,chx_12h,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Chlorhexidine(1.48uM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394602,,,,,True,,True,True,biocide:chx_12h,,,5/5/20 12:03,PRJNA513039,SAMN10693023,Escherichia coli str. K-12 substr. MG1655,GSM3539172,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204083,biocide__bzcl_30m__1,,biocide,bzcl_30m,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Benzalkonium Chloride(3.63mg/L),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394603,,,,,True,,True,True,biocide:bzcl_30m,,,5/5/20 12:03,PRJNA513039,SAMN10693022,Escherichia coli str. K-12 substr. MG1655,GSM3539173,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5204084,biocide__bzcl_30m__2,,biocide,bzcl_30m,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Benzalkonium Chloride(3.63mg/L),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394604,,,,,True,,True,True,biocide:bzcl_30m,,,5/5/20 12:03,PRJNA513039,SAMN10693021,Escherichia coli str. K-12 substr. MG1655,GSM3539174,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5204085,biocide__bzcl_30m__3,,biocide,bzcl_30m,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Benzalkonium Chloride(3.63mg/L),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394605,,,,,True,,True,True,biocide:bzcl_30m,,,5/5/20 12:03,PRJNA513039,SAMN10693019,Escherichia coli str. K-12 substr. MG1655,GSM3539175,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5204086,biocide__phe_30m__1,,biocide,phe_30m,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Chlorophene(0.25mM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394606,,,,,True,,True,True,biocide:phe_30m,,,5/5/20 12:03,PRJNA513039,SAMN10693018,Escherichia coli str. K-12 substr. MG1655,GSM3539176,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5204087,biocide__phe_30m__2,,biocide,phe_30m,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Chlorophene(0.25mM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394607,,,,,True,,True,True,biocide:phe_30m,,,5/5/20 12:03,PRJNA513039,SAMN10693016,Escherichia coli str. K-12 substr. MG1655,GSM3539177,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5204088,biocide__phe_30m__3,,biocide,phe_30m,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Chlorophene(0.25mM),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394608,,,,,True,,True,True,biocide:phe_30m,,,5/5/20 12:03,PRJNA513039,SAMN10693015,Escherichia coli str. K-12 substr. MG1655,GSM3539178,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5204089,biocide__pvp-i_30m__1,,biocide,pvp-i_30m,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Povidone-Iodine(12.5ug/mL),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394609,,,,,True,,True,True,biocide:pvp-i_30m,,,5/5/20 12:03,PRJNA513039,SAMN10693013,Escherichia coli str. K-12 substr. MG1655,GSM3539179,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5204090,biocide__pvp-i_30m__2,,biocide,pvp-i_30m,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Povidone-Iodine(12.5ug/mL),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394610,,,,,True,,True,True,biocide:pvp-i_30m,,,5/5/20 12:03,PRJNA513039,SAMN10693011,Escherichia coli str. K-12 substr. MG1655,GSM3539180,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5204091,biocide__pvp-i_30m__3,,biocide,pvp-i_30m,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,Povidone-Iodine(12.5ug/mL),,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394611,,,,,True,,True,True,biocide:pvp-i_30m,,,5/5/20 12:03,PRJNA513039,SAMN10693010,Escherichia coli str. K-12 substr. MG1655,GSM3539181,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5204092,biocide__ctrl_12h__1,,biocide,ctrl_12h,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,,,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394612,,,,,True,,True,True,biocide:ctrl_12h,,,5/5/20 12:03,PRJNA513039,SAMN10692960,Escherichia coli str. K-12 substr. MG1655,GSM3539182,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204093,biocide__ctrl_12h__2,,biocide,ctrl_12h,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,,,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394613,,,,,True,,True,True,biocide:ctrl_12h,,,5/5/20 12:03,PRJNA513039,SAMN10692959,Escherichia coli str. K-12 substr. MG1655,GSM3539183,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204094,biocide__ctrl_12h__3,,biocide,ctrl_12h,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,,,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394614,,,,,True,,True,True,biocide:ctrl_12h,,,5/5/20 12:03,PRJNA513039,SAMN10692957,Escherichia coli str. K-12 substr. MG1655,GSM3539184,32385082,O2,,,mid-exponential,ctrl_30m,12:00:00,True
SRX5204095,biocide__ctrl_30m__1,,biocide,ctrl_30m,1,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,,,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394615,,,,,True,,True,True,biocide:ctrl_30m,,,5/5/20 12:03,PRJNA513039,SAMN10692955,Escherichia coli str. K-12 substr. MG1655,GSM3539185,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5204096,biocide__ctrl_30m__2,,biocide,ctrl_30m,2,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,,,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394616,,,,,True,,True,True,biocide:ctrl_30m,,,5/5/20 12:03,PRJNA513039,SAMN10692954,Escherichia coli str. K-12 substr. MG1655,GSM3539186,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5204097,biocide__ctrl_30m__3,,biocide,ctrl_30m,3,MG1655,,batch,,M9,37.0,7.0,glucose,NH4Cl(1),,,,,,,,,Illumina Genome Analyzer IIx,SINGLE,ILLUMINA,,,GSE124673,,SRR8394617,,,,,True,,True,True,biocide:ctrl_30m,,,5/5/20 12:03,PRJNA513039,SAMN10692952,Escherichia coli str. K-12 substr. MG1655,GSM3539187,32385082,O2,,,,ctrl_30m,0:00:30,True
SRX5388319,phage_lysogen__wt_ctrl__1,,phage_lysogen,wt_ctrl,1,MG1655,,batch,,LB,37.0,,,,,,,,,,,,NextSeq 550,SINGLE,ILLUMINA,,,GSE126710,,SRR8587784,,,,,True,,True,True,phage_lysogen:wt_ctrl,,,6/17/19 16:29,PRJNA523019,SAMN10962639,Escherichia coli K-12,GSM3611666,31208335,O2,0.5,,mid-log,wt_ctrl,,True
SRX5388320,phage_lysogen__wt_ctrl__2,,phage_lysogen,wt_ctrl,2,MG1655,,batch,,LB,37.0,,,,,,,,,,,,NextSeq 550,SINGLE,ILLUMINA,,,GSE126710,,SRR8587785,,,,,True,,True,True,phage_lysogen:wt_ctrl,,,6/17/19 16:29,PRJNA523019,SAMN10962647,Escherichia coli K-12,GSM3611667,31208335,O2,0.5,,mid-log,wt_ctrl,,True
SRX5388321,phage_lysogen__wt_ctrl__3,,phage_lysogen,wt_ctrl,3,MG1655,,batch,,LB,37.0,,,,,,,,,,,,NextSeq 550,SINGLE,ILLUMINA,,,GSE126710,,SRR8587786,,,,,True,,True,True,phage_lysogen:wt_ctrl,,,6/17/19 16:29,PRJNA523019,SAMN10962646,Escherichia coli K-12,GSM3611668,31208335,O2,0.5,,mid-log,wt_ctrl,,True
SRX5388322,phage_lysogen__O104_H4__1,,phage_lysogen,O104_H4,1,MG1655::φO104 (carrying the Stx2 phage of E. coli O104:H4),,batch,,LB,37.0,,,,,,,,,,,,NextSeq 550,SINGLE,ILLUMINA,,,GSE126710,,SRR8587787,,,,,True,,True,True,phage_lysogen:O104_H4,,,6/17/19 16:29,PRJNA523019,SAMN10962645,Escherichia coli K-12,GSM3611669,31208335,O2,0.5,,mid-log,wt_ctrl,,True
SRX5388323,phage_lysogen__O104_H4__2,,phage_lysogen,O104_H4,2,MG1655::φO104 (carrying the Stx2 phage of E. coli O104:H4),,batch,,LB,37.0,,,,,,,,,,,,NextSeq 550,SINGLE,ILLUMINA,,,GSE126710,,SRR8587788,,,,,True,,True,True,phage_lysogen:O104_H4,,,6/17/19 16:29,PRJNA523019,SAMN10962644,Escherichia coli K-12,GSM3611670,31208335,O2,0.5,,mid-log,wt_ctrl,,True
SRX5388324,phage_lysogen__O104_H4__3,,phage_lysogen,O104_H4,3,MG1655::φO104 (carrying the Stx2 phage of E. coli O104:H4),,batch,,LB,37.0,,,,,,,,,,,,NextSeq 550,SINGLE,ILLUMINA,,,GSE126710,,SRR8587789,,,,,True,,True,True,phage_lysogen:O104_H4,,,6/17/19 16:29,PRJNA523019,SAMN10962643,Escherichia coli K-12,GSM3611671,31208335,O2,0.5,,mid-log,wt_ctrl,,True
SRX5388325,phage_lysogen__O157_H7_PA8__1,,phage_lysogen,O157_H7_PA8,1,MG1655::φPA8 (carrying the Stx2 phage of E. coli O157:H7 PA8),,batch,,LB,37.0,,,,,,,,,,,,NextSeq 550,SINGLE,ILLUMINA,,,GSE126710,,SRR8587790,,,,,True,,True,True,phage_lysogen:O157_H7_PA8,,,6/17/19 16:29,PRJNA523019,SAMN10962642,Escherichia coli K-12,GSM3611672,31208335,O2,0.5,,mid-log,wt_ctrl,,True
SRX5388326,phage_lysogen__O157_H7_PA8__2,,phage_lysogen,O157_H7_PA8,2,MG1655::φPA8 (carrying the Stx2 phage of E. coli O157:H7 PA8),,batch,,LB,37.0,,,,,,,,,,,,NextSeq 550,SINGLE,ILLUMINA,,,GSE126710,,SRR8587791,,,,,True,,True,True,phage_lysogen:O157_H7_PA8,,,6/17/19 16:29,PRJNA523019,SAMN10962641,Escherichia coli K-12,GSM3611673,31208335,O2,0.5,,mid-log,wt_ctrl,,True
SRX5388327,phage_lysogen__O157_H7_PA8__3,,phage_lysogen,O157_H7_PA8,3,K-12 MG1655::φPA8 (carrying the Stx2 phage of E. coli O157:H7 PA8),,batch,,LB,37.0,,,,,,,,,,,,NextSeq 550,SINGLE,ILLUMINA,,,GSE126710,,SRR8587792,,,,,True,,True,True,phage_lysogen:O157_H7_PA8,,,6/17/19 16:29,PRJNA523019,SAMN10962640,Escherichia coli K-12,GSM3611674,31208335,O2,0.5,,mid-log,wt_ctrl,,True
SRX5516642,putida_silver__ctrl__1,,putida_silver,ctrl,1,LE392,,,,PBS,25.0,,,,,,,,,,Putida co-culture,,Illumina HiSeq 2500,PAIRED,ILLUMINA,,,,,SRR8723414,,,,,True,,True,True,putida_silver:ctrl,,,2/20/20 21:30,PRJNA526893,SAMN11119383,Escherichia coli K-12,,,,,,,ctrl,,True
SRX5516643,putida_silver__ctrl__2,,putida_silver,ctrl,2,LE392,,,,PBS,25.0,,,,,,,,,,Putida co-culture,,Illumina HiSeq 2500,PAIRED,ILLUMINA,,,,,SRR8723415,,,,,True,,True,True,putida_silver:ctrl,,,2/20/20 21:30,PRJNA526893,SAMN11119382,Escherichia coli K-12,,,,,,,ctrl,,True
SRX5516644,putida_silver__ctrl__3,,putida_silver,ctrl,3,LE392,,,,PBS,25.0,,,,,,,,,,Putida co-culture,,Illumina HiSeq 2500,PAIRED,ILLUMINA,,,,,SRR8723416,,,,,True,,True,True,putida_silver:ctrl,,,2/20/20 21:30,PRJNA526893,SAMN11119381,Escherichia coli K-12,,,,,,,ctrl,,True
SRX5632598,darobactin__daro_30m__1,,darobactin,daro_30m,1,BW25113,,batch,,MHBII,,,,,,,Darobactin(4ug/mL),,,,daro_30m,,NextSeq 500,PAIRED,ILLUMINA,,,,,SRR8844857,,,,,True,,True,True,darobactin:daro_30m,,,10/28/19 14:40,PRJNA530781,SAMN11334713,Escherichia coli,,31747680,O2,0.5,,mid-log,solv_15m,0:30:00,True
SRX5632599,darobactin__daro_30m__2,,darobactin,daro_30m,2,BW25113,,batch,,MHBII,,,,,,,Darobactin(4ug/mL),,,,daro_30m,,NextSeq 500,PAIRED,ILLUMINA,,,,,SRR8844856,,,,,True,,True,True,darobactin:daro_30m,,,10/28/19 14:40,PRJNA530781,SAMN11334712,Escherichia coli,,31747680,O2,0.5,,mid-log,solv_15m,0:30:00,True
SRX5632600,darobactin__solv_1h__1,,darobactin,solv_1h,1,BW25113,,batch,,MHBII,,,,,,,,,,,solv_1h,,NextSeq 500,PAIRED,ILLUMINA,,,,,SRR8844855,,,,,True,,True,True,darobactin:solv_1h,,,10/28/19 14:40,PRJNA530781,SAMN11334715,Escherichia coli,,31747680,O2,0.5,,mid-log,solv_15m,1:00:00,True
SRX5632601,darobactin__solv_1h__2,,darobactin,solv_1h,2,BW25113,,batch,,MHBII,,,,,,,,,,,solv_1h,,NextSeq 500,PAIRED,ILLUMINA,,,,,SRR8844854,,,,,True,,True,True,darobactin:solv_1h,,,10/28/19 14:40,PRJNA530781,SAMN11334714,Escherichia coli,,31747680,O2,0.5,,mid-log,solv_15m,1:00:00,True
SRX5632602,darobactin__daro_1h__1,,darobactin,daro_1h,1,BW25113,,batch,,MHBII,,,,,,,Darobactin(4ug/mL),,,,daro_1h,,NextSeq 500,PAIRED,ILLUMINA,,,,,SRR8844853,,,,,True,,True,True,darobactin:daro_1h,,,10/28/19 14:40,PRJNA530781,SAMN11334717,Escherichia coli,,31747680,O2,0.5,,mid-log,solv_15m,1:00:00,True
SRX5632603,darobactin__solv_1h__3,,darobactin,solv_1h,3,BW25113,,batch,,MHBII,,,,,,,,,,,solv_1h,,NextSeq 500,PAIRED,ILLUMINA,,,,,SRR8844852,,,,,True,,True,True,darobactin:solv_1h,,,10/28/19 14:40,PRJNA530781,SAMN11334716,Escherichia coli,,31747680,O2,0.5,,mid-log,solv_15m,1:00:00,True
SRX5632604,darobactin__daro_1h__2,,darobactin,daro_1h,2,BW25113,,batch,,MHBII,,,,,,,Darobactin(4ug/mL),,,,daro_1h,,NextSeq 500,PAIRED,ILLUMINA,,,,,SRR8844851,,,,,True,,True,True,darobactin:daro_1h,,,10/28/19 14:40,PRJNA530781,SAMN11334719,Escherichia coli,,31747680,O2,0.5,,mid-log,solv_15m,1:00:00,True
SRX5632605,darobactin__daro_1h__3,,darobactin,daro_1h,3,BW25113,,batch,,MHBII,,,,,,,Darobactin(4ug/mL),,,,daro_1h,,NextSeq 500,PAIRED,ILLUMINA,,,,,SRR8844850,,,,,True,,True,True,darobactin:daro_1h,,,10/28/19 14:40,PRJNA530781,SAMN11334718,Escherichia coli,,31747680,O2,0.5,,mid-log,solv_15m,1:00:00,True
SRX5632606,darobactin__daro_30m__3,,darobactin,daro_30m,3,BW25113,,batch,,MHBII,,,,,,,Darobactin(4ug/mL),,,,daro_30m,,NextSeq 500,PAIRED,ILLUMINA,,,,,SRR8844849,,,,,True,,True,True,darobactin:daro_30m,,,10/28/19 14:40,PRJNA530781,SAMN11334711,Escherichia coli,,31747680,O2,0.5,,mid-log,solv_15m,0:30:00,True
SRX5632607,darobactin__solv_30m__1,,darobactin,solv_30m,1,BW25113,,batch,,MHBII,,,,,,,,,,,solv_30m,,NextSeq 500,PAIRED,ILLUMINA,,,,,SRR8844848,,,,,True,,True,True,darobactin:solv_30m,,,10/28/19 14:40,PRJNA530781,SAMN11334710,Escherichia coli,,31747680,O2,0.5,,mid-log,solv_15m,0:30:00,True
